model_name,seed,AS,PS,RS,F1S,SS,NPV
LDW-PSO-RBF,29,0.9312567132116004,0.9326439891766525,0.9283910567587752,0.9301536095429226,0.9283910567587752,0.9326439891766525
LDW-PSO-RBF,35,0.924812030075188,0.9247249090840926,0.9230279126213592,0.9238055820566062,0.9230279126213592,0.9247249090840926
LDW-PSO-RBF,24,0.9366272824919442,0.9368447211958661,0.9348627707244213,0.9357628432797682,0.9348627707244213,0.9368447211958661
LDW-PSO-RBF,27,0.9258861439312567,0.9259312226869478,0.923998786407767,0.924875189598373,0.923998786407767,0.9259312226869478
LDW-PSO-RBF,10,0.9215896885069818,0.9213435254662807,0.9198842419716207,0.920559890125946,0.9198842419716207,0.9213435254662807
LDW-PSO-RBF,15,0.9237379162191193,0.9242471238438981,0.9213638909634055,0.9226180232891641,0.9213638909634055,0.9242471238438981
LDW-PSO-RBF,21,0.9215896885069818,0.9218044406891048,0.91942214339059,0.9204795819629069,0.91942214339059,0.9218044406891048
LDW-PSO-RBF,30,0.924812030075188,0.9252094801510512,0.9225658140403286,0.9237278217311924,0.9225658140403286,0.9252094801510512
LDW-PSO-RBF,40,0.9237379162191193,0.9251195765997793,0.9206707430918597,0.9224928092941559,0.9206707430918597,0.9251195765997793
CL-PSO-RBF,10,0.9301825993555317,0.9302966220905152,0.9283443801344287,0.9292302510709312,0.9283443801344287,0.9302966220905152
LDW-PSO-RBF,42,0.9280343716433942,0.9289018020985274,0.925478435399552,0.9269389117614333,0.925478435399552,0.9289018020985274
CL-PSO-RBF,27,0.9183673469387755,0.9184072249589491,0.9162784727408514,0.9172328279992513,0.9162784727408514,0.9184072249589491
CL-PSO-RBF,24,0.916219119226638,0.9162233169129721,0.9141056758775206,0.9150547445255475,0.9141056758775206,0.9162233169129721
CL-PSO-RBF,15,0.9344790547798066,0.9346620214940826,0.9326899738610903,0.9335853125434892,0.9326899738610903,0.9346620214940826
CL-PSO-RBF,29,0.9312567132116004,0.9317686512484266,0.9290842046303212,0.9302654370113759,0.9290842046303212,0.9317686512484266
CL-PSO-RBF,21,0.9151450053705693,0.9154964658996917,0.9126727035100821,0.9138989273217462,0.9126727035100821,0.9154964658996917
CL-PSO-RBF,35,0.9183673469387755,0.9189097047842074,0.9158163741598209,0.9171467648408884,0.9158163741598209,0.9189097047842074
CL-PSO-RBF,30,0.9172932330827067,0.9172004238798132,0.9153075989544437,0.9161650666532568,0.9153075989544437,0.9172004238798132
CL-PSO-RBF,40,0.9258861439312567,0.9254936365337825,0.9244608849887976,0.9249496170898831,0.9244608849887976,0.9254936365337825
CL-PSO-RBF,42,0.9183673469387755,0.9186503090536757,0.9160474234503361,0.9171902064510089,0.9160474234503361,0.9186503090536757
SMA-RBF,15,0.9194414607948442,0.9193831235815969,0.9174803958177744,0.9183425973895359,0.9174803958177744,0.9193831235815969
