Model,Trial,Seed,Global_Best_Fitness,PS,RS,NPV,F1S,F2S,SS,CKS,GMS,AUC,LS,AS
FOX,13,35,0.7201120098549092,0.6818181818181819,0.6300813008130082,0.6818181818181819,0.6470588235294118,0.6353021978021978,0.6300813008130082,0.5847372205148449,1.133593503828099,0.46951219512195125,1.9154964276915496,0.82
FOX,14,37,0.7215294592413236,0.5111111111111111,0.5067750677506775,0.5111111111111111,0.5016611295681063,0.5035593418135138,0.5067750677506775,0.4197851401564031,1.6003963839183184,0.30352303523035234,1.0569105691056913,0.76
FOX,15,39,0.7220599330132798,0.5871212121212122,0.5623306233062331,0.5871212121212122,0.5686274509803921,0.5637591575091575,0.5623306233062331,0.492456602851477,1.2557091478525535,0.3814363143631436,1.438675371602201,0.78
FOX,16,40,0.7147039897039897,0.5614617940199336,0.5501355013550135,0.5614617940199336,0.5535714285714286,0.551061678463094,0.5501355013550135,0.4698421942586839,1.2454222107329915,0.37262872628726285,1.304144270678587,0.76
FOX,17,41,0.7248900855458232,0.6222222222222222,0.5745257452574526,0.6222222222222222,0.584717607973422,0.5764966740576496,0.5745257452574526,0.5164876167970026,1.265948042890033,0.3902439024390244,1.6260162601626016,0.8
FOX,18,42,0.7338743920629448,0.5416666666666667,0.537940379403794,0.5416666666666667,0.5393338058114813,0.5383936451897616,0.537940379403794,0.44840718608521835,1.2350891541657638,0.3638211382113821,1.2025745257452574,0.74
FOX,19,45,0.7252000941619585,0.7275747508305648,0.6856368563685638,0.7275747508305648,0.7023809523809523,0.6914953376025166,0.6856368563685638,0.6465614628391226,1.0682810980029118,0.548780487804878,2.1261558130531473,0.84
PSO,0,7,0.7324227463720504,0.6375,0.6490514905149052,0.6375,0.6426250812215725,0.6463128729752771,0.6490514905149052,0.5661246743221076,1.0537275060412907,0.5142276422764227,1.644647696476965,0.78
PSO,1,8,0.7337144322908078,0.6375,0.6490514905149052,0.6375,0.6426250812215725,0.6463128729752771,0.6490514905149052,0.5661246743221076,1.0537275060412907,0.5142276422764227,1.644647696476965,0.78
PSO,2,11,0.764457223567393,0.7275747508305648,0.6856368563685638,0.7275747508305648,0.7023809523809523,0.6914953376025166,0.6856368563685638,0.6465614628391226,1.0682810980029118,0.548780487804878,2.1261558130531473,0.84
PSO,3,15,0.7243090548175295,0.5416666666666667,0.537940379403794,0.5416666666666667,0.5393338058114813,0.5383936451897616,0.537940379403794,0.44840718608521835,1.2350891541657638,0.3638211382113821,1.2025745257452574,0.74
