Model,Trial,Seed,Global_Best_Fitness,PS,RS,NPV,F1S,F2S,SS,CKS,GMS,AUC,LS,AS
GA,0,7,0.832362762822533,0.5340909090909092,0.532051282051282,0.5340909090909092,0.5328440366972478,0.532316651291513,0.532051282051282,0.4340784101435666,1.2132635933747238,0.3621794871794872,1.1518065268065267,0.7164179104477612
GA,1,8,0.8294533391094466,0.547077922077922,0.5413105413105413,0.547077922077922,0.5431818181818182,0.5418417366946778,0.5413105413105413,0.44964763016166454,1.220887078595396,0.3689458689458689,1.21238714988715,0.7313432835820896
GA,2,11,0.8221813392679261,0.5340909090909092,0.532051282051282,0.5340909090909092,0.5328440366972478,0.532316651291513,0.532051282051282,0.4340784101435666,1.2132635933747238,0.3621794871794872,1.1518065268065267,0.7164179104477612
GA,3,15,0.8449123989218329,0.5622807017543859,0.5505698005698005,0.5622807017543859,0.5538582060321191,0.5513706723384142,0.5505698005698005,0.46573631069356575,1.2284893217356991,0.3757122507122507,1.2846103863647722,0.746268656716418
GA,4,20,0.8333325841114004,0.5804597701149425,0.5598290598290598,0.5804597701149425,0.564935064935065,0.5609070240516932,0.5598290598290598,0.4824127006386863,1.2360690956078504,0.38247863247863245,1.3723843206601827,0.7611940298507462
GA,5,21,0.8287112794900956,0.547077922077922,0.5413105413105413,0.547077922077922,0.5431818181818182,0.5418417366946778,0.5413105413105413,0.44964763016166454,1.220887078595396,0.3689458689458689,1.21238714988715,0.7313432835820896
GA,6,22,0.8331028679854265,0.5622807017543859,0.5505698005698005,0.5622807017543859,0.5538582060321191,0.5513706723384142,0.5505698005698005,0.46573631069356575,1.2284893217356991,0.3757122507122507,1.2846103863647722,0.746268656716418
GA,7,23,0.8289882558732667,0.5848484848484848,0.5797720797720798,0.5848484848484848,0.5820183486238533,0.5806042435424354,0.5797720797720798,0.4936491038126648,1.1324445385863766,0.420940170940171,1.3778295778295777,0.746268656716418
GA,8,24,0.8306273385685149,0.5848484848484848,0.5797720797720798,0.5848484848484848,0.5820183486238533,0.5806042435424354,0.5797720797720798,0.4936491038126648,1.1324445385863766,0.420940170940171,1.3778295778295777,0.746268656716418
GA,9,27,0.830684915183095,0.601461038961039,0.5890313390313391,0.601461038961039,0.593939393939394,0.5907154528478058,0.5890313390313391,0.5107978934770352,1.1382247718824732,0.4284188034188034,1.4577309264809264,0.7611940298507462
GA,10,28,0.8297960201316338,0.5622807017543859,0.5505698005698005,0.5622807017543859,0.5538582060321191,0.5513706723384142,0.5505698005698005,0.46573631069356575,1.2284893217356991,0.3757122507122507,1.2846103863647722,0.746268656716418
GA,11,30,0.8177877981263627,0.5622807017543859,0.5505698005698005,0.5622807017543859,0.5538582060321191,0.5513706723384142,0.5505698005698005,0.46573631069356575,1.2284893217356991,0.3757122507122507,1.2846103863647722,0.746268656716418
GA,12,32,0.8342327652991329,0.5622807017543859,0.5505698005698005,0.5622807017543859,0.5538582060321191,0.5513706723384142,0.5505698005698005,0.46573631069356575,1.2284893217356991,0.3757122507122507,1.2846103863647722,0.746268656716418
GA,13,35,0.8295057791612757,0.5622807017543859,0.5505698005698005,0.5622807017543859,0.5538582060321191,0.5513706723384142,0.5505698005698005,0.46573631069356575,1.2284893217356991,0.3757122507122507,1.2846103863647722,0.746268656716418
GA,14,37,0.82571972070343,0.6210526315789473,0.5982905982905983,0.6210526315789473,0.6063454759106933,0.6008507621410847,0.5982905982905983,0.5285908623766756,1.1440107883060735,0.4358974358974359,1.5531863847653322,0.7761194029850746
GA,15,39,0.825006657334146,0.5340909090909092,0.532051282051282,0.5340909090909092,0.5328440366972478,0.532316651291513,0.532051282051282,0.4340784101435666,1.2132635933747238,0.3621794871794872,1.1518065268065267,0.7164179104477612
GA,16,40,0.8301339573078703,0.547077922077922,0.5413105413105413,0.547077922077922,0.5431818181818182,0.5418417366946778,0.5413105413105413,0.44964763016166454,1.220887078595396,0.3689458689458689,1.21238714988715,0.7313432835820896
GA,17,41,0.8233047497415313,0.5622807017543859,0.5505698005698005,0.5622807017543859,0.5538582060321191,0.5513706723384142,0.5505698005698005,0.46573631069356575,1.2284893217356991,0.3757122507122507,1.2846103863647722,0.746268656716418
GA,18,42,0.8279123654123653,0.5622807017543859,0.5505698005698005,0.5622807017543859,0.5538582060321191,0.5513706723384142,0.5505698005698005,0.46573631069356575,1.2284893217356991,0.3757122507122507,1.2846103863647722,0.746268656716418
GA,19,45,0.8308463670072626,0.5705128205128205,0.5705128205128205,0.5705128205128205,0.5705128205128205,0.5705128205128205,0.5705128205128205,0.4770727378681925,1.126672545880579,0.41346153846153855,1.3098747169259992,0.7313432835820896
JADE,0,7,0.8270835549142607,0.547077922077922,0.5413105413105413,0.547077922077922,0.5431818181818182,0.5418417366946778,0.5413105413105413,0.44964763016166454,1.220887078595396,0.3689458689458689,1.21238714988715,0.7313432835820896
JADE,1,8,0.8274423476940639,0.547077922077922,0.5413105413105413,0.547077922077922,0.5431818181818182,0.5418417366946778,0.5413105413105413,0.44964763016166454,1.220887078595396,0.3689458689458689,1.21238714988715,0.7313432835820896
JADE,2,11,0.8206456322582083,0.5340909090909092,0.532051282051282,0.5340909090909092,0.5328440366972478,0.532316651291513,0.532051282051282,0.4340784101435666,1.2132635933747238,0.3621794871794872,1.1518065268065267,0.7164179104477612
JADE,3,15,0.830530846781655,0.547077922077922,0.5413105413105413,0.547077922077922,0.5431818181818182,0.5418417366946778,0.5413105413105413,0.44964763016166454,1.220887078595396,0.3689458689458689,1.21238714988715,0.7313432835820896
JADE,4,20,0.8322104912611561,0.5804597701149425,0.5598290598290598,0.5804597701149425,0.564935064935065,0.5609070240516932,0.5598290598290598,0.4824127006386863,1.2360690956078504,0.38247863247863245,1.3723843206601827,0.7611940298507462
JADE,5,21,0.8265101907522828,0.547077922077922,0.5413105413105413,0.547077922077922,0.5431818181818182,0.5418417366946778,0.5413105413105413,0.44964763016166454,1.220887078595396,0.3689458689458689,1.21238714988715,0.7313432835820896
JADE,6,22,0.829008954008954,0.5848484848484848,0.5797720797720798,0.5848484848484848,0.5820183486238533,0.5806042435424354,0.5797720797720798,0.4936491038126648,1.1324445385863766,0.420940170940171,1.3778295778295777,0.746268656716418
JADE,7,23,0.8320976011266173,0.547077922077922,0.5413105413105413,0.547077922077922,0.5431818181818182,0.5418417366946778,0.5413105413105413,0.44964763016166454,1.220887078595396,0.3689458689458689,1.21238714988715,0.7313432835820896
JADE,8,24,0.8240593356428638,0.5848484848484848,0.5797720797720798,0.5848484848484848,0.5820183486238533,0.5806042435424354,0.5797720797720798,0.4936491038126648,1.1324445385863766,0.420940170940171,1.3778295778295777,0.746268656716418
JADE,9,27,0.8383919708880504,0.5705128205128205,0.5705128205128205,0.5705128205128205,0.5705128205128205,0.5705128205128205,0.5705128205128205,0.4770727378681925,1.126672545880579,0.41346153846153855,1.3098747169259992,0.7313432835820896
