 Per Share Net profit before tax (Yuan ¥), Net profit before tax/Paid-in capital, Persistent EPS in the Last Four Seasons, Net Income to Stockholder's Equity, Borrowing dependency, Net Income to Total Assets, Continuous interest rate (after tax), Debt ratio %, Equity to Liability, Net worth/Assets,Bankrupt?
0.1996685998343,0.19874820903401,0.247234565566796,0.843523171828601,0.36963718146295,0.841584860332168,0.781757483738205,0.116092753272667,0.032315268022187,0.883907246727333,0
0.191910823228139,0.190166654098484,0.242034603384703,0.844499625174955,0.36963718146295,0.858356780818131,0.781671448433133,0.103727665749615,0.0365171541919778,0.896272334250385,0
0.162235444754086,0.163969534725888,0.204122151838896,0.838705134440587,0.370942308251488,0.770173246234055,0.778924915178733,0.0300208604166037,0.124064117497695,0.969979139583396,0
0.197107780372072,0.196131513460523,0.243169140588068,0.84325762344046,0.377380710069495,0.828522149357666,0.781775027642175,0.157420564138223,0.0229386120439398,0.842579435861777,0
0.168562175190179,0.167611793982354,0.217358419211497,0.839970875856888,0.372682477302872,0.794836131458297,0.78160997459362,0.0755509870907277,0.0509309405326044,0.924449012909272,0
0.17074640355502,0.169678003167182,0.215751158173395,0.840175472996208,0.373682291655017,0.797940037337387,0.781581763996035,0.0934486198869305,0.0408155529397649,0.90655138011307,0
0.196354598177299,0.195430208883191,0.245816394062589,0.842775981808437,0.378697020463762,0.825446983872796,0.781792290843682,0.148290352813133,0.0245746425969513,0.851709647186867,0
0.16268735407095,0.16167709825805,0.20563486811005,0.838792308919915,0.379016871587602,0.783279830481875,0.781537974411725,0.157088006772077,0.0229957143045116,0.842911993227923,0
0.241696166302629,0.240675665485258,0.282972487472818,0.844946104188957,0.36963718146295,0.891963505736733,0.782165765471407,0.0263627293890014,0.139439416520011,0.973637270610998,0
0.206748512465165,0.205821582082799,0.249030916138792,0.843248340821793,0.375230102687868,0.827722689505898,0.781620641287234,0.160474045409197,0.0224326507495109,0.839525954590803,0
0.206597876026211,0.205648141165825,0.247990923702373,0.843305811053699,0.372473343875746,0.846300288265667,0.781874115611801,0.0839556187078635,0.0456673484968468,0.916044381292137,0
0.21774497250885,0.215187391599427,0.270114399168006,0.843951491184618,0.370063276841213,0.842413064421996,0.78167678177994,0.133053178946095,0.0277823745725339,0.866946821053905,0
0.172554040822475,0.17160093507277,0.217074784910655,0.840406693946941,0.371352746581731,0.801697860538263,0.781591307879795,0.0801765577289355,0.0479043782850811,0.919823442271065,0
0.181742863598705,0.18080838549129,0.224732911033374,0.840910724417509,0.370212018797405,0.811455945736578,0.781755939874655,0.0507301145811289,0.075855734565165,0.949269885418871,0
0.199593281614823,0.195113490686977,0.240710976647443,0.842766087307139,0.379323302384568,0.820863248792214,0.781616992155208,0.171085648638026,0.0208115502687612,0.828914351361974,0
0.175340814943135,0.174330744287761,0.219438404084334,0.840301866548591,0.375922367882474,0.799507616288712,0.781620220233539,0.109078816095777,0.0345902919234207,0.890921183904223,0
0.193115914739776,0.192180076917276,0.238347357473764,0.841862815570387,0.36963718146295,0.827371868284176,0.781729834545547,0.0586812588807933,0.0657322517638683,0.941318741119207,0
0.183324546207728,0.181034612774301,0.226245627304529,0.841287473142208,0.377775491351718,0.810426784072191,0.781719448554396,0.136802007437192,0.0269282148761057,0.863197992562808,0
0.150561120735106,0.1489027976774,0.19967854779238,0.83692872538912,0.372597481899334,0.745668230735765,0.781197482323464,0.0737068053330108,0.0522485984593624,0.926293194666989,0
0.177675679746931,0.176691048940502,0.223976552897797,0.841477246421058,0.37128228986564,0.814502606903089,0.781629483414835,0.118753212201832,0.031527395847123,0.881246787798168,0
0.161482262559313,0.163283311967423,0.212158457029403,0.839835433642259,0.37060008991619,0.792870854691347,0.781536851601871,0.089488163981014,0.0427238027879205,0.910511836018986,0
0.218046245386759,0.217132946233316,0.264158078850336,0.843857939768329,0.36963718146295,0.8557360626467,0.781740220536697,0.0805998125585754,0.0476413976482172,0.919400187441425,0
0.173307223017248,0.172302239650102,0.215656613406448,0.840117529823617,0.370371944359325,0.797153060357122,0.781586255235452,0.0815067871935181,0.0471065380080943,0.918493212806482,0
0.189952549521729,0.188990272226831,0.230121962749362,0.842586284108948,0.373284155291076,0.831063608502253,0.781715378368675,0.106539287117937,0.0354807146179098,0.893460712882063,0
0.183776455524591,0.182746399215745,0.228703791245155,0.841375601823839,0.372125533737583,0.810796313905486,0.781631588683312,0.143604317199262,0.0254907909510367,0.856395682800738,0
0.182345409354523,0.181389035517683,0.228136522643472,0.841770472497701,0.372059550463784,0.82494482200826,0.781792010141219,0.0653626386915379,0.0590044425596255,0.934637361308462,0
0.200647736687505,0.199675740894352,0.243358230121963,0.842578485953622,0.369834012923775,0.834735136846863,0.781766185514574,0.0858904979290746,0.0446054828775405,0.914109502070926,0
0.160804398584017,0.159791870899631,0.20563486811005,0.837950587201059,0.375790401334875,0.774922307770526,0.781493763773719,0.158327538773166,0.0227882749445862,0.841672461226834,0
0.184454319499887,0.181841490083704,0.230311052283256,0.840824608519684,0.369895522755283,0.810519468992702,0.781733624028804,0.0401487438401306,0.0948877369980472,0.959851256159869,0
0.197785644347368,0.196282331649197,0.24940909520658,0.841519680755705,0.370220965681987,0.823316603913016,0.781933764885301,0.0412371134020619,0.0925435659848189,0.958762886597938,0
0.152142803344129,0.151172611416937,0.196085846648388,0.836299677333946,0.37758537005433,0.753603506945159,0.781056710038004,0.140853160806603,0.0260591394228606,0.859146839193397,0
0.185885365669956,0.184940803860946,0.229743783681573,0.841636546001367,0.374008852942295,0.816935553153607,0.781656851905029,0.115457871028207,0.0325065653566716,0.884542128971793,0
0.190329140619116,0.189389940426815,0.233998298194195,0.842316509745131,0.378083040509257,0.819969212530169,0.781646886967574,0.151464764035432,0.0239820340567775,0.848535235964567,0
0.179558635233863,0.178493326295151,0.225489269168951,0.84109137820327,0.36963718146295,0.813616741044006,0.781640150108449,0.0646672914714152,0.059644151460532,0.935332708528585,0
0.192739323642389,0.191780408717291,0.235794648766191,0.842064501088677,0.373211461853839,0.821091178594436,0.781643237835548,0.125555521963902,0.0296428078778615,0.874444478036098,0
0.181516908940273,0.180559535479979,0.228136522643472,0.840923313710425,0.373898135245581,0.809023350556811,0.781689694093262,0.0924509477884935,0.0412788230304989,0.907549052211507,0
0.142276116592604,0.143865470175703,0.190413160631559,0.835785218660941,0.373215935296131,0.747491960324446,0.781224149057499,0.139915953683829,0.0262573781087386,0.860084046316171,0
0.217895608947804,0.216801146218234,0.263779899782547,0.843143084939477,0.370456939762863,0.820628067585191,0.781598886846311,0.187532122018321,0.0186489468592814,0.812467877981679,0
0.166377946825337,0.166337380288063,0.213954807601399,0.840050772812578,0.374026746711461,0.79609860045754,0.781517062078192,0.0983765154034525,0.0386482286097897,0.901623484596548,0
0.17074640355502,0.169791116808687,0.214711165736976,0.840070865558645,0.379928335454491,0.796254223779132,0.781565202550687,0.158085678870514,0.0228246093881344,0.841914321129486,0
0.17631995179634,0.175288439785838,0.21991112791907,0.840789881868589,0.374603820767061,0.805908415098186,0.781609132486229,0.113522991806996,0.0331153061737319,0.886477008193004,0
0.167432401898019,0.166706884850313,0.210645740758249,0.839500563793149,0.378454336219449,0.790519359097307,0.781527027015647,0.158388003748828,0.0227743487246031,0.841611996251172,0
0.19439632447089,0.193386622426665,0.239103715609341,0.842721934846757,0.36963718146295,0.842159796024255,0.78172295733519,0.058802188832119,0.0655917124887577,0.941197811167881,0
0.20968592302478,0.208777618580801,0.252529072515836,0.844076086371594,0.370477070253175,0.864460729768092,0.781784290823471,0.062369622396227,0.0618649819908207,0.937630377603773,0
0.2185734729231,0.217623105346505,0.260849012007185,0.84409329163616,0.37773746709224,0.822024988353756,0.781629343063603,0.208634398524655,0.0163662510359263,0.791365601475345,0
0.185056865255705,0.183296885604404,0.232296492389146,0.841716507451641,0.36963718146295,0.824058693807074,0.781699518679486,0.0652114762523808,0.0591421144569721,0.934788523747619,0
0.171725540408225,0.170537666842621,0.216129337241184,0.840325781499246,0.377509321535375,0.799121339163377,0.781595939470443,0.143604317199262,0.0254897043824193,0.856395682800738,0
0.168034947653837,0.167016062137094,0.213009359931928,0.839844295186413,0.373664397885851,0.793192484508249,0.781545132324545,0.102850923602503,0.0368481920348759,0.897149076397497,0
0.173608495895157,0.17262649875575,0.21792568781318,0.840512742670138,0.387237940158763,0.799706109961613,0.781576149946765,0.187471657042658,0.0186575937100422,0.812528342957342,0
0.193944415154026,0.192994495136113,0.241372790016073,0.841929525022734,0.36963718146295,0.830902510270737,0.781732641570182,0.0412068809142304,0.0926096506894091,0.95879311908577,0
0.164570309557882,0.163607571073071,0.207903942516782,0.839091930280735,0.370973622347528,0.779125868142632,0.781298114156639,0.0517580191673973,0.0743582062638556,0.948241980832603,0
0.175868042479476,0.174918935223588,0.223125649995273,0.841723684594832,0.372627677634802,0.821008137228698,0.781835799725529,0.0913625782265623,0.0418029612367065,0.908637421773438,0
0.075694810574678,0.116544755297489,0.154580693958589,0.811706387266341,0.407259949494837,0.681628539927183,0.778184843133639,0.241920367627052,0.0135579812755547,0.758079632372948,0
0.184077728402501,0.18269361284971,0.229554694147679,0.841491708247418,0.36963718146295,0.825523243102575,0.781910185878364,0.0152069413792061,0.221255812384907,0.984793058620794,0
0.193417187617685,0.190121408641882,0.234376477261984,0.841986355292534,0.379136536168899,0.816519564423726,0.781643237835548,0.151222904132781,0.0240272208465173,0.848777095867219,0
0.220757701287942,0.219877837267174,0.268790772430746,0.843955830080947,0.370682848598582,0.858697674040895,0.78181123825997,0.0755509870907277,0.0509361421915024,0.924449012909272,0
0.147924983053401,0.147613302164241,0.186158646118937,0.835379571261022,0.376237745564023,0.753373808976381,0.781335868637984,0.171176346101521,0.0207972935347224,0.828823653898479,0
0.186789184303683,0.185129326596788,0.232580126689988,0.842297621270408,0.36963718146295,0.837967980826627,0.781898396374896,0.0396347915469964,0.0960651288726957,0.960365208453004,0
0.133689839572193,0.132667219666692,0.177744161860641,0.79913412383168,0.380569156062745,0.466577448527113,0.780801972552352,0.186201892553738,0.0188113692826602,0.813798107446262,1
0.182646682232432,0.181494608249755,0.228041977876525,0.841821732240717,0.370191888307093,0.821860333288646,0.781637623786278,0.0960788463282643,0.0396281238011514,0.903921153671736,0
0.160427807486631,0.159814493627932,0.203082159402477,0.837601435910488,0.376451352433441,0.769709587477562,0.781408009171111,0.14865314266711,0.024507018689282,0.85134685733289,0
0.174512314528885,0.173176985144408,0.218682045948757,0.840799113267941,0.375977167550544,0.805426673635455,0.781615448291659,0.124557849865465,0.0299020776088833,0.875442150134535,0
0.233787753257513,0.230812155946007,0.294506949040371,0.846614251222448,0.36963718146295,0.915259969143585,0.781985975543517,0.0460743114550896,0.0832220306465563,0.95392568854491,0
0.635158544852,0.634748510670387,0.762692634962655,0.848758451587311,0.36963718146295,0.918486639915763,0.781902887614312,0.102881156090335,0.0368369881060617,0.897118843909665,0
0.186789184303683,0.185393258426966,0.234376477261984,0.842565521924677,0.385220417685307,0.813895501150239,0.781844922555594,0.199292559784745,0.0173194739040053,0.800707440215255,0
0.17880545303909,0.177867430812156,0.22255838139359,0.841034318387437,0.374621714536227,0.807409166963287,0.781609553539925,0.137920609486955,0.0266872487002466,0.862079390513045,0
0.188144912254274,0.187187994872182,0.237874633639028,0.843398004217272,0.371050789227056,0.843824770522427,0.781757343386973,0.100069534722012,0.0379500148274577,0.899930465277988,0
0.173231904797771,0.171254053238821,0.216412971542025,0.840362472713897,0.36963718146295,0.801971077186087,0.781597342982761,0.0385766544728966,0.0985141636378022,0.961423345527103,0
0.179257362355954,0.177867430812156,0.228231067410419,0.841443777598128,0.374360018162176,0.816055245167335,0.781780501340214,0.0991323275992381,0.0383357418562968,0.900867672400762,0
0.186789184303683,0.185762762989217,0.231067410418833,0.841534101609554,0.370573249262441,0.818559515156635,0.781623448311869,0.0878858421259485,0.0435400138792413,0.912114157874051,0
0.180387135648113,0.179420858155494,0.222652926160537,0.841179436303979,0.36963718146295,0.817387143853033,0.781663027359227,0.0367929376908426,0.102991723208819,0.963207062309158,0
0.181140317842886,0.179677249076239,0.227380164507894,0.841297270129811,0.36963718146295,0.818958421860046,0.781697273059778,0.0439278048190586,0.0871467391663189,0.956072195180942,0
0.174211041650975,0.172928135133097,0.210078472156566,0.840608321792048,0.370232149287716,0.802707744062065,0.781556781476781,0.132750854067781,0.0278540177682476,0.867249145932219,0
0.174135723431498,0.172815021491592,0.218776590715704,0.840937239586346,0.408307853351615,0.800070946786174,0.781585974532988,0.234059920790882,0.014150143358279,0.765940079209118,0
0.178202907283272,0.177196289872559,0.232012858088305,0.841897463231419,0.37493485549663,0.822548800328685,0.781787097848107,0.0991625600870695,0.0383163657844871,0.90083743991293,0
0.174286359870453,0.173297639695347,0.217736598279285,0.840446295106673,0.373118637926291,0.801884622810447,0.781587939450233,0.0950207092541645,0.0400977163271666,0.904979290745836,0
0.172629359041952,0.171623557801071,0.215845702940342,0.840347786531062,0.378722742756938,0.798980951863931,0.781575869244301,0.160957765214499,0.0223525536541561,0.8390422347855,0
0.202304737516005,0.201342281879195,0.247896378935426,0.842994234760875,0.36963718146295,0.844037452130342,0.781811518962434,0.0720137860144511,0.0534863521979729,0.927986213985549,0
0.189575958424343,0.188583063117412,0.232958305757776,0.842302575857003,0.393118280050908,0.810467178670001,0.781622325502015,0.208846025939475,0.0163454103828557,0.791153974060525,0
0.192889960081344,0.189359776789081,0.239103715609341,0.842410363552373,0.374204566042547,0.824749489253399,0.781728852086925,0.129274117967168,0.0286919598220687,0.870725882032833,0
0.175868042479476,0.174888771585853,0.220762030821594,0.841026888426063,0.36963718146295,0.814677412589576,0.781654044880394,0.0345255011034858,0.109236361907094,0.965474498896514,0
0.194923552007231,0.192768267853103,0.242223692918597,0.842002049337402,0.371854890478949,0.821402036689427,0.781645904508952,0.117876470054721,0.0317823121752274,0.882123529945279,0
0.166754537922724,0.165771812080537,0.215845702940342,0.83875423950289,0.36963718146295,0.770650651844883,0.781604781598045,0.0249418024609245,0.146283683669151,0.975058197539076,0
0.20689914890412,0.195203981600181,0.245060035927011,0.843488847743089,0.36963718146295,0.844582929911345,0.781675799321318,0.102216041358043,0.0370916791635144,0.897783958641957,0
0.162536717631995,0.161563984616545,0.210551195991302,0.838925809446204,0.374708946660911,0.786557822928988,0.781547237593021,0.181032137134565,0.0194568093675523,0.818967862865435,0
0.18437900128041,0.183153608325164,0.226434716838423,0.841264648189725,0.374500931594357,0.811423184365043,0.781654606285321,0.12253227318076,0.0304557663332275,0.87746772681924,0
0.194998870226708,0.194042681547395,0.237496454571239,0.841939928115359,0.377082107796539,0.807528300388214,0.781587518396538,0.213290201650694,0.0159201933355722,0.786709798349306,0
0.196505234616254,0.195535781615263,0.239576439444077,0.842736545744256,0.373039234325617,0.826101019392672,0.781653202773003,0.142727575052151,0.0256684017833722,0.857272424947849,0
0.211041650975371,0.210097277731694,0.258201758532665,0.842536942223472,0.36982842112091,0.841302422952009,0.781827378651623,0.0458626840402697,0.0836231346003185,0.95413731595973,0
0.174964223845748,0.173991403363246,0.220478396520753,0.840682132675913,0.36963718146295,0.808044168426441,0.781671027379438,0.0364603803246969,0.103886183224714,0.963539619675303,0
0.281916095503502,0.281102480959204,0.336012101730169,0.84784146752566,0.370157219129334,0.913450064887645,0.782534889210948,0.0889137467122169,0.0430081714313803,0.911086253287783,0
0.20885742261053,0.206115677550713,0.251772714380259,0.842404931776418,0.375930196406484,0.82257714000255,0.781664571222776,0.14163920549022,0.0258916799096506,0.85836079450978,0
0.172554040822475,0.171570771435035,0.21924931455044,0.840978781449431,0.36963718146295,0.814187458441639,0.781651939611917,0.0282673761223811,0.130982171163259,0.971732623877619,0
0.182420727574,0.181487067340321,0.225583813935899,0.84137132543742,0.378862537828546,0.808453189875386,0.78159565876798,0.167518215073918,0.0213311495274911,0.832481784926082,0
0.175114860284703,0.174104517004751,0.21924931455044,0.840669164412995,0.370878561698834,0.806804092039417,0.78166007998336,0.0584091664903105,0.0660383578688648,0.94159083350969,0
0.241545529863674,0.24057763366262,0.301597806561407,0.842484209851659,0.373558153631429,0.831576002669773,0.781705553782452,0.095625359010793,0.0398265870258078,0.904374640989207,0
0.175340814943135,0.174375989744363,0.220478396520753,0.840794257709274,0.376170643929651,0.804694294563375,0.781631588683312,0.136922937388518,0.0269030875669774,0.863077062611482,0
0.167206447239587,0.166246889374859,0.211023919826038,0.839614017426712,0.369737833914508,0.788567193029115,0.781535588440785,0.0576231218066935,0.0669204654269212,0.942376878193307,0
0.177675679746931,0.176834326219742,0.22785288834263,0.840973078757998,0.376489376692918,0.806081085531365,0.781629202712372,0.147141518275539,0.0247903127229367,0.852858481724461,0
0.187693002937411,0.185845712992987,0.225016545334216,0.842616742782765,0.374893476155434,0.832189465493904,0.781630044819762,0.102729993651178,0.0368953921060491,0.897270006348822,0
0.181893500037659,0.177897594449891,0.229365604613785,0.840855043980155,0.376040914103198,0.805278865802234,0.781641272918303,0.138978746561054,0.02645460483318,0.861021253438946,0
0.140694433983581,0.139944197270191,0.192682235038291,0.835798177147497,0.380515474755247,0.755212046820105,0.781341342336023,0.164676361217765,0.0217653217784626,0.835323638782235,0
0.14543948181065,0.144415956564362,0.186442280419779,0.83462303121675,0.376793570768739,0.730155712184775,0.780960850146709,0.129395047918493,0.0286650533139155,0.870604952081507,0
0.167055810800633,0.16612623482392,0.211213009359932,0.839590998843462,0.375614818724935,0.790531516843981,0.781524360342244,0.130664812407413,0.028354125421623,0.869335187592587,0
0.213451833998644,0.21160545961843,0.264536257918124,0.843910041234034,0.36963718146295,0.866008176925959,0.781838185696469,0.0467091936995495,0.0821578330149238,0.95329080630045,0
0.185282819914137,0.184284744740216,0.234092842961142,0.841665211440529,0.375222274163858,0.818035828106517,0.7818772033389,0.109290443510596,0.0345112210903101,0.890709556489404,0
0.182044136476614,0.181102480959204,0.229649238914626,0.841991275610409,0.37040885025823,0.82744421864865,0.78177067675399,0.0739184327478308,0.0520909133358071,0.926081567252169,0
0.185282819914137,0.184292285649649,0.228892880779049,0.841820444642428,0.375387791528642,0.817931119333104,0.78169586954746,0.126553194062339,0.0293825460045363,0.873446805937661,0
0.195375461324094,0.194404645200211,0.246667296965113,0.842926180345783,0.372770827788129,0.826326474722676,0.781690536200653,0.151857786377241,0.0239146869143767,0.848142213622759,0
0.151163666490924,0.150177211371691,0.192020421669661,0.832983091000798,0.38201743300461,0.728265036350817,0.742704051743569,0.164827523656922,0.021739723128187,0.835172476343078,1
0.17074640355502,0.169723248623784,0.21924931455044,0.840189703497679,0.36963718146295,0.798547053400628,0.78162190444832,0.0566556821960879,0.0680696454531836,0.943344317803912,0
0.171424267530316,0.170281275921876,0.215089344804765,0.840228871101498,0.370045383072047,0.799419698370863,0.781577834161546,0.0425673428666445,0.0897663558656637,0.957432657133356,0
0.198388190103186,0.196365281652967,0.243736409189751,0.843364126345489,0.370016305697152,0.850550793459841,0.782010817711539,0.0699882093297457,0.055083533253557,0.930011790670254,0
0.183098591549296,0.178817585400799,0.229554694147679,0.841256658623528,0.385346792430041,0.80559239312402,0.781639308001059,0.187864679384467,0.0186091215549663,0.812135320615534,0
0.14182420727574,0.140788779126763,0.183795026945259,0.836378495905487,0.374169896864788,0.741734091219148,0.780934323763906,0.0924811802763249,0.0412646706177035,0.907518819723675,0
0.275664683286887,0.274798280672649,0.339415713340267,0.844132567353308,0.37006998700465,0.879228023773227,0.785588510960449,0.0155394987453518,0.217293289617367,0.984460501254648,0
0.218196881825714,0.215194932508861,0.251867259147206,0.843452948957682,0.372276512414921,0.842941903819769,0.781702185352889,0.106841611996251,0.0353709538567812,0.893158388003749,0
0.154552986367402,0.153510293341377,0.194384040843339,0.837150829816426,0.375658434787277,0.762915612169663,0.78085670953274,0.139281071439369,0.0263877987794676,0.860718928560631,0
0.18355050086616,0.180250358193198,0.231729223787463,0.841698787303593,0.37033503846042,0.818293973376689,0.781692220415434,0.110953230341325,0.0339518131847051,0.889046769658675,0
0.194697597348799,0.189684035894729,0.235511014465349,0.842143712037802,0.371735225897652,0.828822337592513,0.781671588784365,0.0810532998760468,0.0473705682539659,0.918946700123953,0
0.179332680575431,0.178523489932886,0.225583813935899,0.841219303865892,0.369953677505072,0.819759034863916,0.781795097868317,0.0177162378692143,0.195591228507277,0.982283762130786,0
0.215410107705054,0.207307141241234,0.253096341117519,0.844162254973564,0.374341006032437,0.851897440640603,0.782070466985039,0.109562535901079,0.0344171810736198,0.890437464098921,0
0.187090457181592,0.184133926551542,0.233998298194195,0.842077121063197,0.37279095827844,0.821187724972888,0.781749904771689,0.125978776793542,0.0295357051494116,0.874021223206458,0
0.156586578293289,0.155576502526205,0.197976741987331,0.836265377976013,0.371564116730003,0.756172834893169,0.781440009251953,0.151706623938084,0.023937668941374,0.848293376061916,0
0.171198312871884,0.170115375914335,0.217452963978444,0.840313044958152,0.372153492751905,0.799600557785566,0.781591167528564,0.112071832391087,0.033583622956477,0.887928167608913,0
0.171122994652406,0.170107835004902,0.215940247707289,0.840260173144549,0.36963718146295,0.800146205656504,0.781587799099001,0.0331045741754089,0.113563796285399,0.966895425824591,0
0.177675679746931,0.176170726189578,0.223031105228326,0.840905268531429,0.369936902096479,0.809030531491206,0.781594816660589,0.0880672370529371,0.0434524600472007,0.911932762947063,0
0.184303683060932,0.183327049242139,0.225111090101163,0.84073554968707,0.370526278118381,0.807227040042232,0.78159565876798,0.0728300631858996,0.0528873424729333,0.927169936814101,0
0.179182044136477,0.178199230827238,0.223787463363903,0.841492368850144,0.375381081365205,0.814412043141806,0.781709764319405,0.12147413610666,0.0307479499800705,0.87852586389334,0
0.18686450252316,0.18525752205716,0.232485581923041,0.84220269125481,0.370924414482322,0.827878672226562,0.781709343265709,0.0930253650572905,0.0410111036300645,0.906974634942709,0
0.159825261730813,0.158479752658171,0.207903942516782,0.837861307996022,0.400212041164616,0.785141552268154,0.781511588380153,0.22913202527436,0.0145431478879929,0.77086797472564,0
0.184228364841455,0.183274262876103,0.228609246478207,0.841298094504971,0.371649112133541,0.809580303482509,0.78161236056456,0.147504308129516,0.0247224124744853,0.852495691870484,0
0.157038487610153,0.15700173440917,0.201758532665217,0.838327320386489,0.369839604726639,0.762812553685036,0.781403096877999,0.0295069081234695,0.126108656309739,0.970493091876531,0
0.176545906454771,0.175544830706583,0.223787463363903,0.840765470366968,0.379746042681113,0.802517589280462,0.781616430750281,0.172174018199958,0.0206550500776167,0.827825981800042,0
0.205844693831438,0.204539627479074,0.253001796350572,0.843588198232506,0.371989093747693,0.841490518075831,0.781773764481089,0.119811349275932,0.0312211660555113,0.880188650724068,0
0.162310762973563,0.162808234673102,0.210362106457408,0.83943532279443,0.374504286676076,0.78991828849411,0.781539237572811,0.159657768237748,0.0225655951687758,0.840342231762252,0
0.188220230473752,0.186162431189201,0.231540134253569,0.841809400543905,0.369724413587634,0.826138545204308,0.781749624069226,0.0611300903951386,0.0631110897576197,0.938869909604861,0
0.18520750169466,0.184269662921348,0.234943745863666,0.842088230214954,0.369982754879966,0.825266499232526,0.781624992175419,0.0992532575505638,0.0382752607262353,0.900746742449436,0
0.148452210589742,0.147470024885001,0.201191264063534,0.837097443942614,0.371659177378697,0.746091609569018,0.781218956061924,0.0628231097136983,0.0613974677366023,0.937176890286302,0
0.194622279129321,0.193665636075711,0.242318237685544,0.842916890582286,0.36963718146295,0.843888943757218,0.781795518922013,0.0666626356682891,0.0578487179012988,0.933337364331711,0
0.200045190931686,0.196893145313325,0.240710976647443,0.841878149330599,0.36963718146295,0.830886323538746,0.781716641529761,0.0341627112495087,0.110352399775477,0.965837288750491,0
0.15267003088047,0.151821129628233,0.192776779805238,0.837100113139276,0.369984991601112,0.760067606757987,0.781447868920932,0.128578770747045,0.0288664928922945,0.871421229252955,0
0.174587632748362,0.173538948797225,0.220100217452964,0.840650350709062,0.374730195511795,0.8041389477223,0.781654606285321,0.111588112585785,0.0337379528061431,0.888411887414215,0
0.172478722602998,0.171525525978433,0.216318426775078,0.840267866244416,0.385049308517658,0.797956077042484,0.781582606103426,0.175348429422257,0.0202134877197193,0.824651570577743,1
0.175717406040521,0.174609757936807,0.222085657558854,0.84107650635777,0.377596553660059,0.807113482107717,0.781666395788789,0.148381050276627,0.0245567129559406,0.851618949723373,0
0.191383595691798,0.190430585928663,0.234376477261984,0.841322219331325,0.383165989312946,0.802619109588313,0.781703588865207,0.225655289173746,0.0148280599621361,0.774344710826254,0
0.215711380582963,0.206839604856346,0.25007090857521,0.842313791019804,0.373111927762854,0.826384995910567,0.781831308486112,0.112162529854582,0.0335592473399446,0.887837470145418,0
0.292987873766664,0.218075559912525,0.263590810248653,0.84355419689924,0.375861976411539,0.832194116220395,0.781686887068627,0.154790337696889,0.0233924003480294,0.845209662303111,0
0.165700082850041,0.164731166578689,0.208565755885412,0.838488360497308,0.389597680967516,0.78627912400388,0.78142148288936,0.21150648486864,0.0160902262915263,0.78849351513136,0
0.180839044964977,0.179880853630948,0.224922000567269,0.841359216303525,0.383485840436787,0.804933933343912,0.781599448251238,0.203343713154155,0.0168943299269684,0.796656286845845,0
0.175792724259999,0.174851067038685,0.219722038385175,0.840765647517582,0.378603078175641,0.801918276593581,0.781581904347267,0.183662363575899,0.019124144760234,0.816337636424101,0
0.189274685546434,0.188349294924968,0.238158267939869,0.842924611423499,0.36963718146295,0.844937345764425,0.781830045325027,0.0622486924449013,0.0619802427810206,0.937751307555099,0
0.190329140619116,0.189352235879647,0.233336484825565,0.841908934431987,0.373101862517698,0.820335722065917,0.781658957173506,0.116818332980621,0.0320967559583592,0.883181667019379,0
