Model,Trial,Seed,Global_Best_Fitness,PS,RS,NPV,F1S,F2S,SS,CKS,GMS,AUC,LS,AS
GA,0,7,0.8505470318917658,0.8550420168067226,0.8533101045296168,0.8550420168067226,0.8540247948314998,0.8535598705501618,0.8533101045296168,0.8057449895232504,1.0004205164663396,0.790418118466899,1.7204755072760811,0.8552631578947368
GA,1,8,0.846479889437225,0.8550420168067226,0.8533101045296168,0.8550420168067226,0.8540247948314998,0.8535598705501618,0.8533101045296168,0.8057449895232504,1.0004205164663396,0.790418118466899,1.7204755072760811,0.8552631578947368
GA,2,11,0.8472687457352648,0.8964059196617336,0.89198606271777,0.8964059196617336,0.8935574229691876,0.8924632096283265,0.89198606271777,0.8584595735791161,1.000763813679746,0.8432055749128919,1.8060714101553579,0.8947368421052632
GA,3,15,0.8473130666008861,0.8579545454545454,0.851219512195122,0.8579545454545454,0.853204565408253,0.851688282647585,0.851219512195122,0.8049867111014213,1.0018152607859259,0.7865853658536586,1.729379157427938,0.8552631578947368
GA,4,20,0.8515659422828341,0.8849431818181819,0.8777003484320558,0.8849431818181819,0.8798946444249341,0.8782423971377461,0.8777003484320558,0.8404436727193447,1.0015702684217243,0.822822299651568,1.784372030408616,0.881578947368421
GA,5,21,0.8496187935640787,0.8849431818181819,0.8777003484320558,0.8849431818181819,0.8798946444249341,0.8782423971377461,0.8777003484320558,0.8404436727193447,1.0015702684217243,0.822822299651568,1.784372030408616,0.881578947368421
GA,6,22,0.8479951799990426,0.8411149825783972,0.8411149825783972,0.8411149825783972,0.8411149825783972,0.8411149825783972,0.8411149825783972,0.7884469299103445,1.0001112174469287,0.7742160278745644,1.690787553569911,0.8421052631578947
GA,7,23,0.8556828594077753,0.8849431818181819,0.8777003484320558,0.8849431818181819,0.8798946444249341,0.8782423971377461,0.8777003484320558,0.8404436727193447,1.0015702684217243,0.822822299651568,1.784372030408616,0.881578947368421
GA,8,24,0.8474514929152026,0.8964059196617336,0.89198606271777,0.8964059196617336,0.8935574229691876,0.8924632096283265,0.89198606271777,0.8584595735791161,1.000763813679746,0.8432055749128919,1.8060714101553579,0.8947368421052632
GA,9,27,0.8526301702789116,0.8550420168067226,0.8533101045296168,0.8550420168067226,0.8540247948314998,0.8535598705501618,0.8533101045296168,0.8057449895232504,1.0004205164663396,0.790418118466899,1.7204755072760811,0.8552631578947368
GA,10,28,0.8515190658550246,0.8849431818181819,0.8777003484320558,0.8849431818181819,0.8798946444249341,0.8782423971377461,0.8777003484320558,0.8404436727193447,1.0015702684217243,0.822822299651568,1.784372030408616,0.881578947368421
GA,11,30,0.8486667979830672,0.8738351254480287,0.8634146341463416,0.8738351254480287,0.8661028893587034,0.8639021796916533,0.8634146341463416,0.8223263033219432,1.0027081429936002,0.802439024390244,1.7633009878485881,0.868421052631579
GA,12,32,0.8458426410391009,0.8738351254480287,0.8634146341463416,0.8738351254480287,0.8661028893587034,0.8639021796916533,0.8634146341463416,0.8223263033219432,1.0027081429936002,0.802439024390244,1.7633009878485881,0.868421052631579
GA,13,35,0.8512220153458941,0.8738351254480287,0.8634146341463416,0.8738351254480287,0.8661028893587034,0.8639021796916533,0.8634146341463416,0.8223263033219432,1.0027081429936002,0.802439024390244,1.7633009878485881,0.868421052631579
GA,14,37,0.8595324314388944,0.8579545454545454,0.851219512195122,0.8579545454545454,0.853204565408253,0.851688282647585,0.851219512195122,0.8049867111014213,1.0018152607859259,0.7865853658536586,1.729379157427938,0.8552631578947368
GA,15,39,0.8584396291673166,0.8849431818181819,0.8777003484320558,0.8849431818181819,0.8798946444249341,0.8782423971377461,0.8777003484320558,0.8404436727193447,1.0015702684217243,0.822822299651568,1.784372030408616,0.881578947368421
GA,16,40,0.8564691675497145,0.8579545454545454,0.851219512195122,0.8579545454545454,0.853204565408253,0.851688282647585,0.851219512195122,0.8049867111014213,1.0018152607859259,0.7865853658536586,1.729379157427938,0.8552631578947368
GA,17,41,0.8560690069808611,0.8284313725490196,0.826829268292683,0.8284313725490196,0.8274838484372271,0.8270561321281107,0.826829268292683,0.7704258967092958,1.0005268646911192,0.7548780487804878,1.6664753706360593,0.8289473684210527
